url,title,author,creator,producer,version,size,xmp,pages
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/Charge-Presidents-Working-Group-01.21.19.pdf,,"Carone, Debbie",Acrobat PDFMaker 15 for Word,Adobe PDF Library 15.0,1.5,8416,"Adobe XMP Core 5.6-c015 84.159810, 2016/09/10-02:41:30        ",1
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/CNTF-Wk4.pdf,CNTF - Wk4,Mary Josephine,PowerPoint,macOS Version 12.4 (Build 21F79) Quartz PDFContext,1.4,6046362,<no xmp toolkit version>,13
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/CNTF-Wk6-1.pdf,CNTF-Wk6,Mary Josephine,PowerPoint,macOS Version 12.4 (Build 21F79) Quartz PDFContext,1.4,2173201,<no xmp toolkit version>,11
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/02/ltr101910.pdf,<no title>,<no author>,<no creator>,<no producer>,1.4,1117964,<no xmp toolkit version>,10
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/02/PAR_nanotech.pdf,<no title>,<no author>,Adobe InDesign CS3 (5.0.2),Adobe PDF Library 8.0,1.4,3491933,"Adobe XMP Core 4.0-c006 1.236519, Wed Jun 14 2006 08:31:24",9
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/2020-Virtual-Townhall-International-Students.pdf,<no title>,"Ballestrini, Christine",Microsoft Word,<no producer>,1.7,93878,3.1-701,2
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/2020-Mental-Health-Wellbeing-Our-Students.pdf,<no title>,"Ballestrini, Christine",Microsoft Word,<no producer>,1.7,134546,3.1-701,2
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/Who-We-Are_select-slides.pdf,Who-We-Are_select-slides,<no author>,<no creator>,Equidox 5,1.4,12649793,"Adobe XMP Core 5.2-c001 63.139439, 2010/09/27-13:37:26        ",5
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/2019-UConn-Student-Named-Rhodes-Scholar.pdf,<no title>,"Ballestrini, Christine",Microsoft Word,<no producer>,1.7,98076,3.1-701,1
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/2017-08-29-Herbst-Welcome-Message-to-the-Community.pdf,<no title>,Jim Reardon,Microsoft® Word 2016,Microsoft® Word 2016,1.5,228418,<no xmp toolkit version>,3
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/Fall-2021-Semester-Update.pdf,Fall-2021-Semester-Update,<no author>,<no creator>,Equidox 5,1.7,180721,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        ",3
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/Message-from-President-and-Provost-on-Community-Responsibility.pdf,<no title>,Jim Reardon,Microsoft® Word for Office 365,Microsoft® Word for Office 365,1.7,142965,3.1-701,3
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/Meeting-2-Carbon-Offsets.pdf,Utilizing Carbon Credit Market Mechanisms to Achieve University-Wide Carbon Neutrality,"Djaba, Theophilus",Microsoft® PowerPoint® for Microsoft 365,Microsoft® PowerPoint® for Microsoft 365,1.7,847997,3.1-701,41
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/Phased-Return-Goals-and-Plans-President-2020.pdf,<no title>,"Kelleher, Brian",Microsoft Word,<no producer>,1.7,133182,3.1-701,2
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/UConn-Key-Fact-Sheet-2017.pdf,<no title>,<no author>,Adobe InDesign CC 2017 (Macintosh),Adobe PDF Library 15.0,1.4,697759,"Adobe XMP Core 5.2-c001 63.139439, 2010/09/27-13:37:26        ",1
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/2.-Womens-Center-Presidents-Taskforce-Presentation.pdf,UCONN Women’s Center  Gender Based Violence Prevention Programs ,"Delacruz, Elise",Acrobat PDFMaker 20 for PowerPoint,Adobe PDF Library 20.5.106,1.6,292413,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        ",9
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/4.-U-Got-This-Task-Force-Presentation.pdf,Not Anymore,Timothy Smagacz,Acrobat PDFMaker 20 for PowerPoint,Adobe PDF Library 20.5.106,1.6,428791,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        ",14
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/PAR1999.pdf,texUCONN,<no author>,QuarkXPress(tm) 6.5,QuarkXPress(tm) 6.5,1.3,2616039,<no xmp toolkit version>,17
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/fall-2021-reentry-communication.pdf,,"Kirk, Michael",Acrobat PDFMaker 20 for Word,Adobe PDF Library 20.1.68,1.6,150894,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        ",4
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/02/sotu20130404.pdf,<no title>,"Kirk, Michael",Microsoft® Word 2010,Microsoft® Word 2010,1.5,384201,<no xmp toolkit version>,24
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/02/ltr052411.pdf,<no title>,<no author>,<no creator>,<no producer>,1.4,4565538,3.1-702,8
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/Agenda-Presidents-Working-Group-Sustainability-the-Environment-12-6-19.pdf,,"Bosques, Lillian",Acrobat PDFMaker 15 for Word,Adobe PDF Library 15.0,1.5,8822,"Adobe XMP Core 5.6-c015 84.159810, 2016/09/10-02:41:30        ",1
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/Statement-on-the-U.S.-Supreme-Courts-Dobbs-v.-Jackson-Ruling-Reproductive-Healthcare-at-UConn-Health.pdf,Statement-on-the-U.S.-Supreme-Courts-Dobbs-v.-Jackson-Ruling-Reproductive-Healthcare-at-UConn-Health,<no author>,<no creator>,Equidox 5,1.7,113708,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        ",1
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/2020-Preparing-COVID19.pdf,<no title>,"Ballestrini, Christine",Microsoft Word,<no producer>,1.7,137756,3.1-701,2
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/02/sotu20120405.pdf,<no title>,HuskyPC,Microsoft® Word 2010,Microsoft® Word 2010,1.5,356371,<no xmp toolkit version>,32
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/2022-03-28-Library-Incident.pdf,2022-03-28-Library-Incident,<no author>,<no creator>,Equidox 5,1.7,85988,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        ",2
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/Presidents-Police-Advisory-Council-Chief-of-Police-Search.pdf,,"Reitz, Stephanie",Acrobat PDFMaker 20 for Word,Adobe PDF Library 20.1.58,1.6,59741,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        ",1
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/Womens-Center-Support-Resources.ppt.pdf,Women in STEM,"Dutro-Maeda, Alex (Women's Center GA)",Acrobat PDFMaker 20 for PowerPoint,Adobe PDF Library 20.5.106,1.6,428102,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        ",10
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/Immediate-Actions-on-Policing-1.pdf,<no title>,<no author>,<no creator>,<no producer>,<no version>,1379,<no xmp toolkit version>,-1
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/Inauguration_091611.pdf,Inauguration,Scott Brohinsky,Microsoft® Word 2010,Microsoft® Word 2010,1.5,92579,3.1-702,13
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/Membership-Presidents-Advisory-Council-on-Policing.pdf,,Michael Kirk,Acrobat PDFMaker 20 for Word,Adobe PDF Library 20.1.58,1.6,72213,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        ",1
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/Meeting-3-C2E2-Seminar-Announcment_Dr-Elango-Elangovan.pdf,,"Ciccone, Sheila",Acrobat PDFMaker 23 for Word,Adobe PDF Library 23.6.136,1.6,301367,"Adobe XMP Core 9.1-c001 79.2a0d8d9, 2023/03/14-11:19:46        ",1
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/WHCelebration2010.pdf,Adobe Photoshop PDF,<no author>, Adobe Photoshop CS4 Windows,Adobe Photoshop for Windows -- Image Conversion Plug-in,1.3,8387362,"Adobe XMP Core 4.2.2-c063 53.352624, 2008/07/30-18:12:18        ",1
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/Code-of-Conduct.pdf,FileNewTemplate,Diana,Acrobat PDFMaker 20 for PowerPoint,Adobe PDF Library 20.4.68,1.6,225931,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        ",13
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/UConn-Appropriations-Testimony-2.15.23.pdf,UConn-Appropriations-Testimony-2.15.23,<no author>,<no creator>,Equidox 5,1.7,5777549,"Adobe XMP Core 5.6-c018 91.98c2f96, 2021/06/15-20:39:32        ",41
https://president.media.uconn.edu/wp-content/uploads/sites/2794/2019/05/2013-04-26-SH-Statement-on-Student-Freedom-of-Expression.pdf,<no title>,<no author>,<no creator>,<no producer>,1.4,137642,"Adobe XMP Core 5.2-c001 63.139439, 2010/09/27-13:37:26        ",1
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/A-Message-to-the-UConn-Community-11-20-2020.pdf,,Aaron Rosman,Acrobat PDFMaker 20 for Word,Adobe PDF Library 20.1.58,1.6,119419,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        ",2
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/2014-10-16-SH-State-of-the-University-FINAL.pdf,<no title>,"Kirk, Michael",Acrobat PDFMaker 11 for Word,Adobe PDF Library 11.0,1.5,169113,"Adobe XMP Core 5.4-c005 78.147326, 2012/08/23-13:03:03        ",34
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/2008-Charitable-Campaign.pdf,2008 Charitable Campaign,<no author>,<no creator>,Adobe Acrobat 9.31 Paper Capture Plug-in,1.6,388064,"Adobe XMP Core 4.2.1-c043 52.372728, 2009/01/18-15:08:04        ",1
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/2020-07-24-Defund-UConn-Police-1.pdf,Microsoft Word - 2020-07-24 Defund UConn Police,jmb16118,PScript5.dll Version 5.2.2,Acrobat Distiller 17.0 (Windows),1.5,171549,"Adobe XMP Core 5.6-c015 84.159810, 2016/09/10-02:41:30        ",5
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/2019-Provost-Search-Committee.pdf,Microsoft PowerPoint - 2019 Provost Search Committee,jmb16118,PScript5.dll Version 5.2.2,Acrobat Distiller 17.0 (Windows),1.5,192039,"Adobe XMP Core 5.6-c015 84.159810, 2016/09/10-02:41:30        ",1
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/FDS-2022-Infographic.pdf,FDS-2022-Infographic,<no author>,<no creator>,Equidox 5,1.7,131334,"Adobe XMP Core 5.2-c001 63.139439, 2010/09/27-13:37:26        ",1
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/Spring-2021.pdf,,Aaron Rosman,Acrobat PDFMaker 20 for Word,Adobe PDF Library 20.1.66,1.6,105830,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        ",2
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/PAR2002.pdf,31278_UCONN_Final,<no author>,QuarkXPress(tm) 6.5,QuarkXPress(tm) 6.5,1.3,2101315,<no xmp toolkit version>,20
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/2021-03-30-Bias-Incident-Letter.pdf,,"Breen, Tom",Acrobat PDFMaker 20 for Word,Adobe PDF Library 20.1.68,1.6,112102,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        ",2
https://president.media.uconn.edu/wp-content/uploads/sites/3778/2024/02/Slides-for-all-Recordings-FY25-FY30-Budget-1.pdf,PowerPoint Presentation,Reka Wrynn,Acrobat PDFMaker 20 for PowerPoint,Adobe PDF Library 20.5.75,1.6,1485554,"Adobe XMP Core 9.1-c001 79.675d0f7, 2023/06/11-19:21:16        ",21
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/Carbon-Coffee-Hour-Supplying-UConns-Energy-October-2023.pdf,<no title>,<no author>,Adobe Acrobat 13.0,Adobe Acrobat 13.0 Image Conversion Plug-in,1.6,89063,"Adobe XMP Core 5.6-c017 91.164374, 2020/03/05-20:41:30        ",1
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/PAR2003.pdf,33542b_UCONN_text,<no author>,QuarkXPress(tm) 6.5,QuarkXPress(tm) 6.5,1.3,5221871,<no xmp toolkit version>,22
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/1211081.pdf,"Letter to the University Community - December 11, 2008",Lisa Troyer,Microsoft Word,Mac OS X 10.5.5 Quartz PDFContext,1.3,65691,"Adobe XMP Core 4.2.1-c043 52.372728, 2009/01/18-15:08:04        ",3
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/Campus-Civility-Events-2015.pdf,<no title>,Jennifer Brodie,Acrobat PDFMaker 11 for Word,Adobe PDF Library 11.0,1.5,134877,"Adobe XMP Core 5.4-c005 78.147326, 2012/08/23-13:03:03        ",3
<unknown url>,<no title>,<no author>,<no creator>,<no producer>,<no version>,68417,<no xmp toolkit version>,-1
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/3.-SAHT-Overview.pdf,Sexual assault & harassment Training overview,Rindaanne Riccio,Acrobat PDFMaker 20 for PowerPoint,Adobe PDF Library 20.5.106,1.6,383936,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        ",8
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/Agenda-Presidents-Working-Group-Sustainability-the-Environment-01.24.20.pdf,,"Bosques, Lillian",Acrobat PDFMaker 15 for Word,Adobe PDF Library 15.0,1.5,1907078,"Adobe XMP Core 5.6-c015 84.159810, 2016/09/10-02:41:30        ",36
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/PAR2001.pdf,Pres Report 1,<no author>,QuarkXPress(tm) 6.5,QuarkXPress(tm) 6.5,1.3,3547871,<no xmp toolkit version>,18
https://president.media.uconn.edu/wp-content/uploads/sites/3778/2024/04/UConn-Commitments_Health-Promoting-University_April-2024.pdf,Institutional Committments for Oakanagan Charter,<no author>,Adobe InDesign 18.5 (Windows),Adobe PDF Library 17.0,1.4,911799,"Adobe XMP Core 9.1-c001 79.675d0f7, 2023/06/11-19:21:16        ",2
https://bpir.uconn.edu/wp-content/uploads/sites/3452/2023/06/UConn-UCH-Budget-Presentation-to-Board-of-Trustees-Financial-Affairs.pdf,DRAFT 6/7/02,slocke,Acrobat PDFMaker 20 for Word,Adobe PDF Library 20.5.3,1.7,4972415,"Adobe XMP Core 5.6-c018 91.98c2f96, 2021/06/15-20:39:32        ",47
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/2019-Provost-Search-Committee-V2.pdf,Microsoft PowerPoint - 2019 Provost Search Committee V2,jmb16118,PScript5.dll Version 5.2.2,Acrobat Distiller 17.0 (Windows),1.5,243904,"Adobe XMP Core 5.6-c015 84.159810, 2016/09/10-02:41:30        ",1
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/2020-Reminder-SeekingYourBestIdeas.pdf,<no title>,"Ballestrini, Christine",Microsoft Word,<no producer>,1.7,113246,3.1-701,1
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/Carbon-Emissions-and-Reductions-at-UConn-01.24.20.pdf,FileNewTemplate,Diana,Acrobat PDFMaker 15 for PowerPoint,Adobe PDF Library 15.0,1.5,538864,"Adobe XMP Core 5.6-c015 84.159810, 2016/09/10-02:41:30        ",14
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/FINAL-REPORT-Committee-on-Civil-Discourse-and-Dialogue.pdf,<no title>,Brendan Kane,Microsoft® Word 2016,Microsoft® Word 2016,1.5,454972,"Adobe XMP Core 5.2-c001 63.139439, 2010/09/27-13:37:26        ",22
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/Changes-to-the-Spring-22-Semester.pdf,Changes-to-the-Spring-22-Semester,<no author>,<no creator>,Equidox 5,1.7,147569,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        ",1
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/PAR2004.pdf,77898 UCONN-Q4_2,<no author>,QuarkXPress(tm) 6.5,QuarkXPress(tm) 6.5,1.3,3907845,<no xmp toolkit version>,24
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/CORE_TaskForce_Charge.pdf,CORE Task Force Charge,<no author>,<no creator>,Adobe Acrobat 9.31 Paper Capture Plug-in,1.6,100561,"Adobe XMP Core 4.2.1-c043 52.372728, 2009/01/18-15:08:04        ",2
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/02/par2010.pdf,<no title>,<no author>,Adobe InDesign CC 2015 (Macintosh),Adobe PDF Library 15.0,1.4,6527779,"Adobe XMP Core 9.1-c001 79.675d0f7, 2023/06/11-19:21:16        ",21
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/2014-06-UConn-Ombuds-Charter-Amended.pdf,UConn Ombuds Charter 6-14v,wohl,Word,Mac OS X 10.9.3 Quartz PDFContext,1.3,107269,"Adobe XMP Core 5.4-c005 78.147326, 2012/08/23-13:03:03        ",5
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/FINAL-to-TK_CT-UConn-Declaration-SEVP-Litigation_7.10-1.pdf,Microsoft Word - FINAL to TK_CT UConn Declaration SEVP Litigation_7.10.2020,jmb16118,PScript5.dll Version 5.2.2,Acrobat Distiller 17.0 (Windows),1.5,136207,"Adobe XMP Core 5.6-c015 84.159810, 2016/09/10-02:41:30        ",16
<unknown url>,"Letter to the University Community - December 11, 2008",Lisa Troyer,Microsoft Word,Mac OS X 10.5.5 Quartz PDFContext,1.3,65691,"Adobe XMP Core 4.2.1-c043 52.372728, 2009/01/18-15:08:04        ",3
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/2016-11-16-Thanksgiving-Memo-to-UConn-Community.pdf,<no title>,Jim Reardon,Microsoft® Word 2016,Microsoft® Word 2016,1.5,129422,<no xmp toolkit version>,2
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/Member-List-Sustainability-and-the-Environment-Working-Group.pdf,,"Coia, Julie",Acrobat PDFMaker 15 for Word,Adobe PDF Library 15.0,1.5,132480,"Adobe XMP Core 5.6-c015 84.159810, 2016/09/10-02:41:30        ",2
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/02/prez-mhogan-msg-honoring-jasperhoward.pdf,<no title>,Orlando Echevarria,Writer,OpenOffice.org 3.2,1.4,33199,<no xmp toolkit version>,2
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/PAR_stemcells.pdf,<no title>,<no author>,Adobe InDesign CS2 (4.0.5),Adobe PDF Library 7.0,1.4,842100,3.1-701,6
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/First-Year-1.pdf,<no title>,<no author>,<no creator>,<no producer>,<no version>,1379,<no xmp toolkit version>,-1
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/Carbon-Coffee-Hour-Science-One-Tour-October-2023.pdf,<no title>,<no author>,Adobe Acrobat 13.0,Adobe Acrobat 13.0 Image Conversion Plug-in,1.6,186131,"Adobe XMP Core 5.6-c018 91.98c2f96, 2021/06/15-20:39:32        ",2
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/2016-12-06-Herbst-Letter-to-the-Community.pdf,<no title>,"Fazio, Joanne",Microsoft® Word 2016,Microsoft® Word 2016,1.5,238403,<no xmp toolkit version>,3
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/2015-12-31-Diversity-Council-REVISED.pdf,,Zahra Ali,Microsoft® Visio® 2013,Microsoft® Visio® 2013,1.5,259909,"Adobe XMP Core 5.2-c001 63.139439, 2010/09/27-13:37:26        ",1
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/01/To-the-UConn-Community.pdf,<no title>,"Ballestrini, Christine",Microsoft Word,<no producer>,1.7,101571,3.1-701,2
https://draft-president.media.uconn.edu/wp-content/uploads/sites/3778/2024/02/SpringWeekend_41910.pdf,SpringWeekend_41910,dem02009,PDFCreator Version 0.9.5,GPL Ghostscript 8.61,1.4,84774,"XMP toolkit 2.9.1-13, framework 1.6",1
